states,cities,population,violent_crime,murder,rape,robbery,agrv_assault,prop_crime,burglary,larceny,vehicle_theft,safety_index
Ohio,Lakewood,"51,721",123.7,5.8,5.8,65.7,46.4,1981.8,471.8,1314.7,195.3,405.635
Washington,Lakewood,"59,416",782.6,1.7,65.6,181.8,533.5,4869.1,1203.4,3298.8,366.9,1083.9750000000001
Virginia,Leesburg,"44,889",160.4,2.2,24.5,40.1,93.6,2169.8,102.5,2020.5,46.8,452.895
Utah,Lehi,"49,375",36.5,0.0,8.1,6.1,22.3,1322.5,255.2,1008.6,58.7,273.22
Kansas,Lenexa,"49,222",117.8,2.0,18.3,10.2,87.4,1917.8,188.9,1529.8,199.1,379.4
Massachusetts,Leominster,"41,262",656.8,0.0,31.5,109.1,516.2,3189.4,647.1,2423.5,118.8,743.9050000000001
California,Lincoln,"44,378",31.5,0.0,2.3,11.3,18.0,1140.2,457.4,570.1,112.7,238.065
New Jersey,Linden,"40,926",320.1,2.4,12.2,136.8,168.6,2372.6,395.8,1683.5,293.2,490.86000000000007
Colorado,Littleton,"43,229",129.5,9.3,46.3,34.7,39.3,2887.0,592.2,2107.4,187.4,594.2900000000001
Utah,Logan,"49,672",64.4,0.0,2.0,6.0,56.4,2107.8,414.7,1620.6,72.5,440.68
Illinois,Lombard,"43,482",124.2,2.3,4.6,41.4,75.9,2626.4,271.4,2318.2,36.8,549.66
California,Lompoc,"43,120",514.8,7.0,37.1,62.6,408.2,2704.1,723.6,1825.1,155.4,625.9399999999999
Pennsylvania,Lower Merion Township,"58,252",80.7,0.0,3.4,54.9,22.3,1775.0,329.6,1404.2,41.2,374.475
Pennsylvania,Lower Paxton Township,"47,578",239.6,0.0,25.2,94.6,119.8,2194.3,346.8,1811.8,35.7,480.795
Alabama,Madison,"43,860",205.2,0.0,9.1,45.6,150.5,2435.0,499.3,1835.4,100.3,524.965
New Jersey,Manchester Township,"43,491",46.0,0.0,0.0,2.3,43.7,1050.8,457.6,586.3,6.9,238.79
Connecticut,Manchester,"58,444",189.9,1.7,20.5,78.7,89.0,3074.7,492.8,2424.5,157.4,639.495
Ohio,Mansfield,"47,480",374.9,2.1,56.9,195.9,120.1,6750.2,2139.8,4431.3,179.0,1473.7700000000002
Texas,Mansfield,"58,490",126.5,3.4,39.3,37.6,46.2,1566.1,288.9,1196.8,80.4,330.735
Florida,Margate,"55,010",261.8,5.5,10.9,76.3,169.1,2023.3,561.7,1350.7,110.9,451.02000000000004
Arizona,Maricopa,"44,881",129.2,2.2,20.1,26.7,80.2,1880.5,345.4,1412.6,122.5,392.03499999999997
Georgia,Marietta,"57,969",817.7,1.7,20.7,227.7,567.5,4395.5,855.6,3217.2,322.6,983.69
New Jersey,Marlboro Township,"40,430",42.0,0.0,2.5,12.4,27.2,794.0,207.8,561.5,24.7,171.05500000000004
Ohio,Mentor,"47,123",112.5,0.0,31.8,57.3,23.3,2599.6,218.6,2308.9,72.2,532.445
Mississippi,Meridian,"41,347",565.9,24.2,79.8,299.9,162.0,5173.3,1775.2,2965.1,432.9,1124.365
Massachusetts,Methuen,"48,051",162.3,0.0,2.1,29.1,131.1,1810.6,295.5,1369.4,145.7,377.8250000000001
Ohio,"Miami Township, Clermont County","41,213",34.0,2.4,7.3,9.7,14.6,1916.9,308.2,1589.3,19.4,400.13000000000005
Pennsylvania,Middletown Township,"45,614",85.5,0.0,4.4,41.7,39.5,3494.5,510.8,2876.3,107.4,718.8650000000001
Connecticut,Middletown,"47,878",150.4,2.1,2.1,52.2,94.0,1879.8,325.8,1380.6,173.4,386.08500000000004
Ohio,Middletown,"48,959",733.3,2.0,63.3,167.5,500.4,8225.2,2318.3,5702.7,204.3,1828.7699999999998
Michigan,Midland,"42,106",90.2,2.4,35.6,11.9,40.4,1085.4,133.0,950.0,2.4,234.54000000000002
Oklahoma,Midwest City,"55,768",529.0,10.8,64.6,82.5,371.2,5347.2,1409.4,3507.4,430.4,1147.3600000000001
Connecticut,Milford,"52,817",87.1,0.0,3.8,62.5,20.8,3002.8,284.0,2595.8,123.1,606.065
Pennsylvania,"Millcreek Township, Erie County","53,615",93.3,3.7,11.2,41.0,37.3,2038.6,544.6,1438.0,56.0,437.92
Minnesota,Minnetonka,"50,758",223.05,0.0,19.05,9.9,29.6,1647.0,364.5,1239.2,43.3,348.4650000000001
North Dakota,Minot,"43,460",232.4,0.0,46.0,13.8,172.6,1755.6,179.5,1392.1,184.1,364.37
Indiana,Mishawaka,"48,363",330.8,6.2,45.5,113.7,165.4,5783.3,1035.9,4420.7,326.7,1201.1100000000001
Illinois,Moline,"43,509",404.5,0.0,36.8,52.9,314.9,3112.0,468.9,2516.7,126.4,683.09
Louisiana,Monroe,"49,474",990.4,10.1,36.4,276.9,667.0,7630.3,2368.9,5103.7,157.7,1753.7450000000001
Oklahoma,Moore,"56,661",135.9,1.8,8.8,35.3,90.0,4205.7,875.4,3002.1,328.3,853.8649999999999
New Jersey,Mount Laurel Township,"42,150",78.3,0.0,7.1,42.7,28.5,1686.8,320.3,1309.6,56.9,354.095
Illinois,Mount Prospect,"54,428",58.8,0.0,0.0,11.0,47.8,1368.8,152.5,1161.2,55.1,281.39
California,National City,"59,920",619.2,6.7,30.0,275.4,307.1,3109.1,610.8,1819.1,679.2,628.09
New Jersey,New Brunswick,"55,717",685.6,14.4,43.1,387.7,240.5,2711.9,999.7,1563.3,149.0,651.3500000000001
California,Newark,"43,539",388.2,2.3,32.2,158.5,195.2,3098.4,895.7,1862.7,339.9,662.1550000000001
Ohio,Newark,"47,787",144.4,0.0,41.9,67.0,35.6,4796.3,1048.4,3567.9,180.0,1000.9100000000001
New York,Niagara Falls,"50,356",1229.2,6.0,51.6,339.6,832.1,5884.1,1489.4,4136.5,258.2,1377.3950000000002
Illinois,Normal,"52,797",215.9,0.0,36.0,64.4,115.5,2473.6,501.9,1924.4,47.4,540.09
New Jersey,North Brunswick Township,"41,163",123.9,0.0,4.9,63.2,55.9,1771.0,532.0,1161.2,77.7,384.32
Florida,North Lauderdale,"42,352",453.3,7.1,33.1,158.2,255.0,2802.7,935.0,1700.0,167.6,640.5749999999999
Florida,North Miami Beach,"43,084",647.6,4.6,62.7,301.7,278.5,4614.2,1629.4,2699.4,285.5,1040.41
Florida,North Port,"58,568",222.0,3.4,34.1,20.5,163.9,1833.8,474.7,1314.7,44.4,414.39
Connecticut,Norwich,"40,517",244.3,2.5,44.4,86.4,111.1,2376.8,676.3,1577.1,123.4,520.785
California,Novato,"52,942",181.3,0.0,9.4,49.1,122.8,1805.7,455.2,1178.6,171.9,382.385
Michigan,Novi,"55,623",66.5,0.0,7.2,16.2,43.1,1884.1,129.4,1684.6,70.1,381.58000000000004
Illinois,Oak Lawn,"56,964",144.0,0.0,15.8,54.4,73.7,1996.0,198.4,1702.8,94.8,412.975
Florida,Oakland Park,"42,701",784.5,0.0,37.5,316.2,430.9,5290.3,1637.0,3377.0,276.3,1198.4700000000003
Florida,Ocala,"57,288",654.6,10.5,73.3,160.6,410.2,5406.0,1057.8,4243.5,104.7,1204.8799999999999
Washington,Olympia,"47,729",314.3,10.5,94.3,77.5,132.0,4368.4,980.5,3151.1,236.8,925.7400000000001
Illinois,Orland Park,"57,043",28.0,1.8,1.8,7.0,17.5,2382.4,78.9,2275.5,28.0,480.0
Arizona,Oro Valley,"41,786",50.3,2.4,9.6,7.2,31.1,1624.9,227.3,1323.4,74.2,331.92
Kentucky,Owensboro,"57,751",216.4,0.0,48.5,77.9,90.0,4360.1,812.1,3338.5,209.5,907.34
Florida,Palm Beach Gardens,"49,679",151.0,0.0,22.1,60.4,68.4,3188.5,487.1,2598.7,102.7,665.16
California,Palm Desert,"50,021",207.9,0.0,12.0,98.0,98.0,4642.1,1453.4,2952.8,235.9,991.4050000000001
California,Palm Springs,"45,996",656.6,6.5,39.1,226.1,384.8,4852.6,1919.7,2417.6,515.3,1074.425
California,Paramount,"54,997",443.7,5.5,12.7,234.6,190.9,2792.9,494.6,1472.8,825.5,513.675
Colorado,Parker,"47,004",125.5,0.0,23.4,6.4,95.7,955.2,219.1,691.4,44.7,212.625
New Jersey,Parsippany-Troy Hills Township,"53,793",72.5,3.7,9.3,26.0,33.5,922.1,254.7,611.6,55.8,197.895
Massachusetts,Peabody,"52,113",232.2,0.0,21.1,23.0,188.1,2114.6,297.4,1713.6,103.6,454.87500000000006
Pennsylvania,Penn Hills,"42,488",308.3,11.8,14.1,94.1,188.3,1979.4,727.3,1129.7,122.4,454.72
Florida,Pensacola,"52,909",894.0,13.2,56.7,168.2,655.8,5730.6,1343.8,4160.0,226.8,1302.1299999999999
New Jersey,Perth Amboy,"51,345",453.8,1.9,17.5,185.0,249.3,2376.1,745.9,1384.8,245.4,533.635
California,Petaluma,"58,995",283.1,1.7,42.4,49.2,189.8,1393.3,252.6,1054.3,86.4,316.215
Texas,Pflugerville,"49,483",123.3,2.0,18.2,12.1,90.9,1620.8,282.9,1287.3,50.5,347.67499999999995
Arkansas,Pine Bluff,"48,522",1288.1,28.9,65.9,278.2,915.0,6825.8,2316.5,4138.3,371.0,1601.3300000000002
Florida,Pinellas Park,"49,821",457.6,10.0,26.1,96.3,325.2,5509.7,945.4,4311.4,252.9,1173.795
New Jersey,Piscataway Township,"56,593",113.1,0.0,1.8,37.1,74.2,929.4,235.0,646.7,47.7,205.495
Massachusetts,Pittsfield,"44,868",425.7,0.0,75.8,84.7,265.2,2598.7,829.1,1673.8,95.8,602.655
California,Placentia,"51,778",206.7,1.9,7.7,56.0,141.0,1749.8,353.4,1210.9,185.4,367.605
New Jersey,Plainfield,"50,332",711.3,11.9,27.8,327.8,343.7,2870.9,1045.1,1625.2,200.7,685.2499999999999
Idaho,Pocatello,"55,182",255.5,1.8,18.1,39.9,195.7,2721.9,474.8,2160.1,87.0,590.495
Texas,Port Arthur,"54,745",628.4,7.3,34.7,221.0,365.3,4394.9,1560.0,2608.5,226.5,1004.4850000000001
Florida,Port Orange,"57,300",108.2,3.5,1.7,20.9,82.0,2493.9,525.3,1856.9,111.7,523.3750000000001
Michigan,Portage,"46,658",162.9,0.0,49.3,32.1,81.4,3521.4,394.4,3039.1,87.9,731.165
California,Porterville,"55,533",360.1,5.4,18.0,113.4,223.3,3253.9,1071.4,1825.9,356.5,698.3000000000002
New York,Poughkeepsie Town,"42,698",126.5,0.0,4.7,60.9,60.9,3248.4,199.1,3023.6,25.8,671.48
California,Poway,"48,968",192.0,0.0,12.3,55.1,124.6,1141.6,279.8,794.4,67.4,257.63
Arizona,Prescott,"40,420",415.6,4.9,34.6,47.0,329.0,2731.3,487.4,2184.6,59.4,619.985
Illinois,Quincy,"40,684",462.1,0.0,63.9,39.3,358.9,3205.2,550.6,2590.7,63.9,723.14
California,Rancho Palos Verdes,"42,335",82.7,0.0,2.4,14.2,66.1,1176.3,394.5,722.8,59.1,257.715
California,Rancho Santa Margarita,"49,038",55.1,0.0,4.1,20.4,30.6,650.5,140.7,489.4,20.4,141.115
Washington,Redmond,"55,770",64.6,0.0,14.3,19.7,30.5,2137.3,308.4,1741.1,87.9,437.69
Massachusetts,Revere,"52,926",508.3,1.9,22.7,136.0,347.7,2352.3,434.6,1594.7,323.1,512.0550000000001
Washington,Richland,"50,057",163.8,0.0,40.0,22.0,101.9,2537.1,373.6,2035.7,127.9,528.4200000000001
California,Rocklin,"58,865",83.2,0.0,8.5,27.2,47.6,1557.8,412.8,1039.7,105.3,327.115
North Carolina,Rocky Mount,"58,002",1291.3,13.8,22.4,220.7,1034.4,5832.6,1803.4,3779.2,250.0,1400.73
Arkansas,Rogers,"57,757",349.7,0.0,74.4,19.0,256.2,3620.3,626.8,2900.1,93.5,789.165
California,Rohnert Park,"41,716",460.3,2.4,26.4,50.3,381.1,1845.8,268.5,1435.9,141.4,426.57
California,Rosemead,"54,656",261.6,0.0,7.3,98.8,155.5,1670.4,336.7,934.9,398.9,325.035
Michigan,Roseville,"47,400",478.9,0.0,67.5,124.5,286.9,4082.3,592.8,3061.2,428.3,844.0899999999999
New Mexico,Roswell,"48,623",629.3,16.5,57.6,86.4,468.9,5378.1,1135.3,4088.6,154.2,1196.4650000000001
Texas,Rowlett,"58,324",121.7,0.0,29.1,15.4,77.2,1726.6,378.9,1272.2,75.4,368.96500000000003
Michigan,Royal Oak,"57,649",124.9,0.0,15.6,20.8,88.5,1748.5,310.5,1287.1,150.9,359.50500000000005
Michigan,Saginaw Township,"40,642",209.1,2.5,14.8,81.2,110.7,2017.6,292.8,1668.2,56.6,436.25000000000006
Michigan,Saginaw,"51,267",2362.1,52.7,126.8,325.7,1856.9,3442.8,2032.5,1205.5,204.8,1091.155
Massachusetts,Salem,"42,025",378.3,0.0,16.7,40.5,321.2,2272.5,352.2,1794.2,126.1,507.095
Kansas,Salina,"48,155",334.3,2.1,39.5,47.8,245.0,4886.3,924.1,3740.0,222.2,1035.9299999999998
Washington,Sammamish,"47,158",33.9,0.0,14.8,2.1,17.0,727.3,231.1,468.6,27.6,157.115
California,San Bruno,"42,002",202.4,0.0,26.2,69.0,107.1,2288.0,304.7,1642.8,340.5,447.34499999999997
California,San Gabriel,"40,376",218.0,0.0,7.4,84.2,126.3,1362.2,354.2,856.9,151.1,295.59
California,San Jacinto,"45,637",300.2,6.6,11.0,111.8,170.9,3240.8,922.5,1891.0,427.3,669.095
California,San Luis Obispo,"45,947",259.0,2.2,43.5,41.4,171.9,4289.7,901.0,3212.4,176.3,911.1500000000001
Texas,San Marcos,"47,384",346.1,2.1,57.0,59.1,227.9,3285.9,533.9,2526.2,225.8,696.115
California,San Rafael,"58,854",324.5,0.0,23.8,142.7,158.0,3032.9,611.7,1923.4,497.8,602.845
Florida,Sanford,"54,662",590.9,5.5,38.4,303.7,243.3,5422.4,1503.8,3633.2,285.4,1188.3899999999999
California,Santee,"54,700",281.5,3.7,16.5,54.8,206.6,2027.4,334.6,1451.6,241.3,424.71
Florida,Sarasota,"53,055",801.1,7.5,47.1,256.3,490.1,5460.4,1328.8,3945.0,186.6,1235.51
New Jersey,Sayreville,"43,151",88.1,2.3,2.3,27.8,55.6,1341.8,296.6,980.3,64.9,285.15
Wisconsin,Sheboygan,"49,261",345.1,8.1,38.6,42.6,255.8,3079.5,531.9,2460.4,87.3,677.125
Connecticut,Shelton,"40,062",54.9,0.0,17.5,30.0,7.5,1078.3,334.5,661.5,82.4,225.92000000000002
Washington,Shoreline,"54,574",181.4,5.5,42.1,75.1,58.6,3030.7,809.9,2021.1,199.7,638.015
Arizona,Sierra Vista,"46,612",278.9,0.0,51.5,60.1,167.3,3306.0,527.8,2610.9,167.3,698.75
Georgia,Smyrna,"52,537",306.5,5.7,22.8,129.4,148.5,2649.6,696.7,1709.3,243.6,566.5649999999999
Tennessee,Smyrna,"41,284",256.8,4.8,29.1,50.9,172.0,2390.8,327.0,1942.6,121.1,510.84499999999997
New Jersey,South Brunswick Township,"43,875",77.5,0.0,4.6,16.0,57.0,1180.6,246.2,847.9,86.6,246.07000000000002
Utah,South Jordan,"52,071",44.2,0.0,7.7,19.2,17.3,1976.1,332.2,1530.6,113.3,400.12
New York,Southampton Town,"50,256",127.3,0.0,6.0,29.8,91.5,1999.8,435.8,1440.6,123.4,420.545
Mississippi,Southaven,"49,938",292.4,0.0,48.1,44.1,200.2,2653.3,378.5,2158.7,116.1,571.42
Connecticut,Southington,"43,219",64.8,2.3,11.6,25.5,25.5,1737.7,300.8,1353.6,83.3,357.965
Michigan,St. Clair Shores,"59,841",252.3,0.0,33.4,21.7,197.2,1980.2,469.6,1361.9,148.7,432.30500000000006
Minnesota,St. Louis Park,"46,176",223.05,0.0,19.05,34.7,32.5,3226.8,534.9,2581.4,110.4,665.7750000000001
Missouri,St. Peters,"53,364",223.0,0.0,11.2,26.2,185.5,2602.9,213.6,2340.5,48.7,555.5
Pennsylvania,State College,"57,020",92.9,1.8,19.3,21.0,50.9,1380.2,201.7,1154.0,24.6,294.39000000000004
Oklahoma,Stillwater,"46,331",261.2,2.2,51.8,45.3,161.9,3175.0,561.2,2490.8,123.0,678.9350000000001
Connecticut,Stratford,"52,041",199.8,0.0,28.8,53.8,117.2,2715.2,470.8,2056.1,188.3,564.175
Illinois,Streamwood,"40,050",84.9,0.0,15.0,27.5,42.4,1755.3,307.1,1418.2,30.0,372.52500000000003
Ohio,Strongsville,"44,397",29.3,0.0,13.5,11.3,4.5,1792.9,186.9,1576.7,29.3,366.685
South Carolina,Summerville,"45,209",183.6,4.4,4.4,70.8,104.0,2917.6,424.7,2260.6,232.3,593.69
South Carolina,Sumter,"40,911",985.1,17.1,19.6,158.9,789.5,5248.0,1464.2,3444.1,339.8,1210.7
Massachusetts,Taunton,"56,438",474.9,0.0,31.9,109.9,333.1,1507.8,673.3,774.3,60.2,390.34000000000003
New Jersey,Teaneck Township,"40,230",139.2,0.0,0.0,72.1,67.1,1456.6,298.3,1098.7,59.7,314.57500000000005
Texas,Texas City,"46,448",318.6,4.3,23.7,109.8,180.8,3660.0,764.3,2751.5,144.2,789.7
Oregon,Tigard,"49,359",135.7,2.0,18.2,72.9,42.5,3478.6,441.7,2933.6,103.3,718.095
Illinois,Tinley Park,"56,992",75.4,1.8,10.5,19.3,43.9,1472.1,189.5,1245.8,36.8,308.21
Florida,Titusville,"44,374",662.6,9.0,58.6,173.5,421.4,3977.6,1169.6,2255.8,552.1,858.9350000000001
New York,Tonawanda Town,"58,393",202.1,1.7,20.6,54.8,125.0,1834.1,339.1,1452.2,42.8,403.9
New York,Troy,"50,391",664.8,13.9,29.8,220.3,400.9,4707.2,1176.8,3328.0,202.4,1057.1499999999999
Idaho,Twin Falls,"44,866",376.7,0.0,44.6,37.9,294.2,2817.3,461.4,2231.1,124.8,620.19
Ohio,"Union Township, Clermont County","46,833",76.9,2.1,19.2,36.3,19.2,3529.6,493.2,2961.6,74.7,728.1
New Jersey,Union Township,"57,234",138.0,0.0,8.7,76.9,52.4,1864.3,298.8,1341.9,223.6,370.68000000000006
Illinois,Urbana,"41,537",356.3,0.0,48.1,163.7,144.4,3474.0,1001.5,2344.9,127.6,768.575
Iowa,Urbandale,"40,467",140.9,0.0,7.4,4.9,128.5,1700.2,264.4,1354.2,81.5,361.52000000000004
Georgia,Valdosta,"56,617",438.0,5.3,67.1,155.4,210.2,4104.8,1156.9,2811.9,136.0,912.98
Connecticut,Wallingford,"45,183",33.2,0.0,4.4,22.1,6.6,2022.9,356.3,1611.2,55.3,417.72
Ohio,Warren,"41,355",674.6,9.7,38.7,246.6,379.6,4860.4,1963.5,2626.0,270.8,1116.54
New Jersey,"Washington Township, Gloucester County","48,940",136.9,0.0,6.1,59.3,71.5,2327.3,363.7,1879.9,83.8,488.36
California,Watsonville,"52,064",484.0,3.8,28.8,167.1,284.3,3044.3,509.0,1966.8,568.5,611.8399999999999
Wisconsin,Wauwatosa,"46,748",166.9,2.1,0.0,119.8,44.9,4120.0,569.0,3471.8,79.1,859.5950000000001
New Jersey,Wayne Township,"55,071",72.6,0.0,0.0,23.6,49.0,2228.0,343.2,1803.1,81.7,460.215
New York,Webster Town and Village,"42,936",60.6,0.0,4.7,18.6,37.3,1080.7,202.6,836.1,41.9,227.89000000000001
Florida,Wellington,"57,943",248.5,0.0,17.3,48.3,182.9,2493.8,403.8,1905.3,184.7,525.24
Ohio,West Chester Township,"58,897",91.7,0.0,47.5,20.4,23.8,2234.4,365.0,1830.3,39.1,469.625
Iowa,West Des Moines,"58,134",163.4,0.0,27.5,13.8,122.1,3139.3,366.4,2686.9,86.0,655.7249999999999
Connecticut,West Haven,"55,626",573.5,1.8,1.8,104.3,465.6,2601.3,354.2,1934.3,312.8,571.77
New Jersey,West New York,"50,507",388.1,0.0,15.8,184.1,188.1,1451.3,386.1,964.2,101.0,342.62000000000006
New Jersey,West Orange,"46,505",146.2,4.3,0.0,66.7,75.3,1406.3,318.2,937.5,150.5,293.18499999999995
California,West Sacramento,"49,500",383.8,0.0,52.5,147.5,183.8,2945.5,765.7,1844.4,335.4,624.645
New York,West Seneca Town,"44,902",115.8,0.0,4.5,29.0,82.4,1875.2,331.8,1476.5,66.8,397.3
Massachusetts,Westfield,"41,485",183.2,0.0,19.3,33.7,130.2,1856.1,484.5,1328.2,43.4,413.76500000000004
Massachusetts,Weymouth,"54,597",344.3,0.0,16.5,76.9,250.9,1474.4,384.6,1009.2,80.6,348.995
Illinois,Wheaton,"53,263",22.5,1.9,1.9,5.6,13.1,1088.9,180.2,889.9,18.8,226.97000000000003
New York,White Plains,"57,567",159.8,1.7,5.2,53.9,99.0,2407.6,142.4,2221.8,43.4,503.1450000000001
Pennsylvania,Wilkes-Barre,"41,532",414.1,7.2,72.2,183.0,151.7,2992.9,652.5,2092.4,248.0,643.36
North Carolina,Wilson,"49,785",526.3,10.0,6.0,138.6,371.6,4662.0,1337.8,3099.3,225.0,1037.2600000000002
California,Woodland,"56,323",314.3,0.0,17.8,83.4,213.1,3080.4,640.9,2080.9,358.6,636.42
Rhode Island,Woonsocket,"41,147",534.7,0.0,55.9,143.4,335.4,3059.8,840.9,2041.5,177.4,697.635
Texas,Wylie,"43,645",64.2,4.6,2.3,6.9,50.4,1404.5,229.1,1111.2,64.2,291.895
Pennsylvania,York,"43,955",1335.5,25.0,100.1,430.0,780.3,3599.1,985.1,2388.8,225.2,909.1
California,Yucaipa,"52,622",226.1,0.0,9.5,66.5,150.1,1793.9,515.0,1062.3,216.6,382.15500000000003
